"Category","Item","Date","Sale value","Tax","Refunded","Payment method","Payment status","Sale reference","Sold by","Paying Customer email","Paying Customer name","Customer email","Customer name","Location","Note"
"Appointment","1 Hr Private Lesson","2025-09-12, 2:17 PM","95.00","0.00","0.00","Card","Succeeded","200000404","","amelia.lopez@example.com","Amelia Lopez","amelia.lopez@example.com","Amelia Lopez","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-20, 10:02 PM","69.00","0.00","0.00","Card","Succeeded","200000405","","john.martin@example.com","John Martin","john.martin@example.com","John Martin","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-01, 2:20 AM","35.00","0.00","0.00","Card","Succeeded","200000406","","william.jackson@example.com","William Jackson","william.jackson@example.com","William Jackson","Main Studio",""
"Class","Pole Level 2","2025-09-15, 11:14 AM","35.00","0.00","0.00","Card","Succeeded","200000407","","mia.anderson@example.com","Mia Anderson","mia.anderson@example.com","Mia Anderson","Main Studio",""
"Class","Pole Level 2","2025-09-12, 8:56 PM","35.00","0.00","0.00","Card","Succeeded","200000408","","william.wilson@example.com","William Wilson","william.wilson@example.com","William Wilson","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-19, 4:37 PM","315.00","0.00","0.00","Card","Succeeded","200000409","","john.jackson@example.com","John Jackson","john.jackson@example.com","John Jackson","Main Studio",""
"Product","Dry Hands 2oz","2025-09-12, 2:42 PM","11.40","0.00","0.00","Card","Succeeded","200000410","","ava.moore@example.com","Ava Moore","ava.moore@example.com","Ava Moore","Main Studio",""
"Product","Dry Hands 2oz","2025-09-27, 4:47 AM","11.40","0.00","0.00","Card","Succeeded","200000411","","charlotte.jackson@example.com","Charlotte Jackson","charlotte.jackson@example.com","Charlotte Jackson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-07, 3:29 PM","50.00","0.00","0.00","Card","Succeeded","200000412","","robert.martin@example.com","Robert Martin","robert.martin@example.com","Robert Martin","Main Studio",""
"Product","Studio Merchandise","2025-09-16, 1:42 PM","25.00","0.00","0.00","Card","Succeeded","200000413","","olivia.garcia@example.com","Olivia Garcia","olivia.garcia@example.com","Olivia Garcia","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-08, 4:34 AM","99.00","0.00","0.00","Card","Succeeded","200000414","","mia.garcia@example.com","Mia Garcia","mia.garcia@example.com","Mia Garcia","Main Studio",""
"Product","Studio Merchandise","2025-09-22, 2:59 PM","25.00","0.00","0.00","Card","Succeeded","200000415","","olivia.wilson@example.com","Olivia Wilson","olivia.wilson@example.com","Olivia Wilson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-06, 4:51 PM","95.00","0.00","0.00","Card","Succeeded","200000416","","evelyn.davis@example.com","Evelyn Davis","evelyn.davis@example.com","Evelyn Davis","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-11, 1:46 AM","59.00","0.00","0.00","Card","Succeeded","200000417","","david.smith@example.com","David Smith","david.smith@example.com","David Smith","Main Studio",""
"Product","Grip Aid","2025-09-21, 7:07 AM","15.00","0.00","0.00","Card","Succeeded","200000418","","robert.smith@example.com","Robert Smith","robert.smith@example.com","Robert Smith","Main Studio",""
"Class","Pole Level 1","2025-09-20, 10:34 AM","35.00","0.00","0.00","Card","Succeeded","200000419","","mia.jackson@example.com","Mia Jackson","mia.jackson@example.com","Mia Jackson","Main Studio",""
"Product","Studio Merchandise","2025-09-28, 8:21 PM","25.00","0.00","0.00","Card","Succeeded","200000420","","isabella.rodriguez@example.com","Isabella Rodriguez","isabella.rodriguez@example.com","Isabella Rodriguez","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-27, 4:05 AM","35.00","0.00","0.00","Card","Succeeded","200000421","","evelyn.rodriguez@example.com","Evelyn Rodriguez","evelyn.rodriguez@example.com","Evelyn Rodriguez","Main Studio",""
"Product","Grip Aid","2025-09-01, 6:13 AM","15.00","0.00","0.00","Card","Succeeded","200000422","","ava.williams@example.com","Ava Williams","ava.williams@example.com","Ava Williams","Main Studio",""
"Class","Pole Level 1","2025-09-21, 11:18 PM","35.00","0.00","0.00","Card","Succeeded","200000423","","mia.gonzalez@example.com","Mia Gonzalez","mia.gonzalez@example.com","Mia Gonzalez","Main Studio",""
"Product","Dry Hands 2oz","2025-09-06, 8:00 AM","11.40","0.00","0.00","Card","Succeeded","200000424","","harper.wilson@example.com","Harper Wilson","harper.wilson@example.com","Harper Wilson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-07, 6:06 AM","50.00","0.00","0.00","Card","Succeeded","200000425","","charlotte.smith@example.com","Charlotte Smith","charlotte.smith@example.com","Charlotte Smith","Main Studio",""
"Product","Studio Merchandise","2025-09-09, 8:51 AM","25.00","0.00","0.00","Card","Succeeded","200000426","","sophia.gonzalez@example.com","Sophia Gonzalez","sophia.gonzalez@example.com","Sophia Gonzalez","Main Studio",""
"Pack","10 Class Package","2025-09-22, 12:11 PM","280.00","0.00","0.00","Card","Succeeded","200000427","","isabella.wilson@example.com","Isabella Wilson","isabella.wilson@example.com","Isabella Wilson","Main Studio",""
"Pack","5 Class Package","2025-09-18, 4:00 PM","150.00","0.00","0.00","Card","Succeeded","200000428","","james.williams@example.com","James Williams","james.williams@example.com","James Williams","Main Studio",""
"Class","Pole Level 2","2025-09-20, 6:50 PM","35.00","0.00","0.00","Card","Succeeded","200000429","","olivia.moore@example.com","Olivia Moore","olivia.moore@example.com","Olivia Moore","Main Studio",""
"Pack","10 Class Package","2025-09-21, 7:24 PM","280.00","0.00","0.00","Card","Succeeded","200000430","","charles.gonzalez@example.com","Charles Gonzalez","charles.gonzalez@example.com","Charles Gonzalez","Main Studio",""
"Product","Dry Hands 2oz","2025-09-18, 12:49 PM","11.40","0.00","0.00","Card","Succeeded","200000431","","sophia.johnson@example.com","Sophia Johnson","sophia.johnson@example.com","Sophia Johnson","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-01, 11:29 AM","315.00","0.00","0.00","Card","Succeeded","200000432","","sophia.jones@example.com","Sophia Jones","sophia.jones@example.com","Sophia Jones","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-18, 11:50 PM","95.00","0.00","0.00","Card","Succeeded","200000433","","david.gonzalez@example.com","David Gonzalez","david.gonzalez@example.com","David Gonzalez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-05, 2:23 AM","95.00","0.00","0.00","Card","Succeeded","200000434","","joseph.anderson@example.com","Joseph Anderson","joseph.anderson@example.com","Joseph Anderson","Main Studio",""
"Class","Pole Level 1","2025-09-14, 10:38 PM","35.00","0.00","0.00","Card","Succeeded","200000435","","sophia.anderson@example.com","Sophia Anderson","sophia.anderson@example.com","Sophia Anderson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-23, 8:08 PM","95.00","0.00","0.00","Card","Succeeded","200000436","","evelyn.hernandez@example.com","Evelyn Hernandez","evelyn.hernandez@example.com","Evelyn Hernandez","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-10, 6:26 PM","50.00","0.00","0.00","Card","Succeeded","200000437","","william.wilson@example.com","William Wilson","william.wilson@example.com","William Wilson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-10, 9:36 AM","50.00","0.00","0.00","Card","Succeeded","200000438","","olivia.moore@example.com","Olivia Moore","olivia.moore@example.com","Olivia Moore","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-18, 6:43 AM","69.00","0.00","0.00","Card","Succeeded","200000439","","michael.hernandez@example.com","Michael Hernandez","michael.hernandez@example.com","Michael Hernandez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-18, 1:47 AM","95.00","0.00","0.00","Card","Succeeded","200000440","","james.davis@example.com","James Davis","james.davis@example.com","James Davis","Main Studio",""
"Product","Studio Merchandise","2025-09-26, 3:56 PM","25.00","0.00","0.00","Card","Succeeded","200000441","","sophia.lopez@example.com","Sophia Lopez","sophia.lopez@example.com","Sophia Lopez","Main Studio",""
"Product","Studio Merchandise","2025-09-03, 10:39 PM","25.00","0.00","0.00","Card","Succeeded","200000442","","charles.davis@example.com","Charles Davis","charles.davis@example.com","Charles Davis","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-25, 3:03 PM","50.00","0.00","0.00","Card","Succeeded","200000443","","charlotte.hernandez@example.com","Charlotte Hernandez","charlotte.hernandez@example.com","Charlotte Hernandez","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-24, 10:59 PM","99.00","0.00","0.00","Card","Succeeded","200000444","","emma.brown@example.com","Emma Brown","emma.brown@example.com","Emma Brown","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-20, 2:57 PM","269.00","0.00","0.00","Card","Succeeded","200000445","","isabella.jackson@example.com","Isabella Jackson","isabella.jackson@example.com","Isabella Jackson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-28, 10:52 AM","50.00","0.00","0.00","Card","Succeeded","200000446","","mia.smith@example.com","Mia Smith","mia.smith@example.com","Mia Smith","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-13, 1:41 PM","50.00","0.00","0.00","Card","Succeeded","200000447","","emma.brown@example.com","Emma Brown","emma.brown@example.com","Emma Brown","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-20, 6:17 PM","99.00","0.00","0.00","Card","Succeeded","200000448","","evelyn.jones@example.com","Evelyn Jones","evelyn.jones@example.com","Evelyn Jones","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-13, 8:44 AM","189.00","0.00","0.00","Card","Succeeded","200000449","","thomas.moore@example.com","Thomas Moore","thomas.moore@example.com","Thomas Moore","Main Studio",""
